t_sec,iter,decode_ts,prefill_ts,pred_n,sclk_mhz,mclk_mhz,edge_c,junction_c,mem_c,power_w,vram_mb,busy
24,245,0.00,0.00,0,1801,1000,58,62,57,28,13882,0
24,246,0.00,0.00,0,1801,1000,58,61,57,28,13882,0
24,247,0.00,0.00,0,1801,1000,58,61,57,27,13882,0
24,248,0.00,0.00,0,1801,1000,57,61,57,78,13882,1
24,249,0.00,0.00,0,1801,1000,57,62,57,27,13882,0
24,250,0.00,0.00,0,1801,1000,58,62,57,62,13882,0
24,251,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
24,252,0.00,0.00,0,1801,1000,58,61,57,27,13882,0
24,253,0.00,0.00,0,1801,1000,58,61,57,27,13882,0
24,254,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
25,255,0.00,0.00,0,1801,1000,58,61,57,27,13882,0
25,256,0.00,0.00,0,1801,1000,57,60,57,28,13882,0
25,257,0.00,0.00,0,1801,1000,57,63,57,28,13882,0
25,258,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
25,259,0.00,0.00,0,1801,1000,57,61,57,44,13882,5
25,260,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
25,261,0.00,0.00,0,1801,1000,58,62,57,28,13882,0
25,262,0.00,0.00,0,1801,1000,57,61,57,27,13882,18
25,263,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
25,264,0.00,0.00,0,1801,1000,57,61,57,28,13882,0
25,265,0.00,0.00,0,1801,1000,57,62,57,27,13882,0
25,266,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
26,267,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
26,268,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
26,269,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
26,270,0.00,0.00,0,1801,1000,58,61,57,27,13882,40
26,271,0.00,0.00,0,1801,1000,57,62,57,43,13882,0
26,272,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
26,273,0.00,0.00,0,1801,1000,57,61,57,27,13882,86
26,274,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
26,275,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
26,276,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
26,277,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
26,278,0.00,0.00,0,1801,1000,57,61,57,28,13882,0
27,279,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
27,280,0.00,0.00,0,1801,1000,57,61,57,28,13882,27
27,281,0.00,0.00,0,1801,1000,57,61,57,28,13882,0
27,282,0.00,0.00,0,1801,1000,57,61,57,30,13882,0
27,283,0.00,0.00,0,1801,1000,57,61,57,34,13882,0
27,284,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
27,285,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
27,286,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
27,287,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
27,288,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
27,289,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
27,290,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
28,291,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
28,292,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
28,293,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
28,294,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
28,295,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
28,296,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
28,297,0.00,0.00,0,1801,1000,56,61,57,27,13882,0
28,298,0.00,0.00,0,1801,1000,57,60,57,37,13882,0
28,299,0.00,0.00,0,1801,1000,57,60,57,78,13882,0
28,300,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
28,301,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
28,302,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
29,303,0.00,0.00,0,1801,1000,57,60,57,30,13882,0
29,304,0.00,0.00,0,1801,1000,57,60,57,27,13882,81
29,305,0.00,0.00,0,1801,1000,57,60,57,27,13882,67
29,306,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
29,307,0.00,0.00,0,1801,1000,57,60,57,27,13882,2
29,308,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
29,309,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
29,310,0.00,0.00,0,1801,1000,57,61,57,28,13882,0
29,311,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
29,312,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
29,313,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
29,314,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
30,315,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
30,316,0.00,0.00,0,1801,1000,57,60,57,29,13882,0
30,317,0.00,0.00,0,1801,1000,57,62,57,27,13882,0
31,318,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
31,319,0.00,0.00,0,1801,1000,57,60,57,30,13882,0
31,320,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
31,321,0.00,0.00,0,1801,1000,56,60,57,47,13882,9
32,322,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
32,323,0.00,0.00,0,1801,1000,57,60,57,27,13882,0
32,324,0.00,0.00,0,1801,1000,57,61,57,27,13882,0
