t_sec,iter,decode_ts,prefill_ts,sclk_mhz,mclk_mhz,edge_c,junction_c,mem_c,power_w,vram_mb,busy
68,684,0.00,0.00,8,2,47,50,47,0,13881,2
68,685,0.00,0.00,8,2,47,51,47,0,13881,0
68,686,0.00,0.00,8,2,47,50,47,0,13881,0
68,687,0.00,0.00,8,2,47,51,47,0,13881,0
68,688,0.00,0.00,8,2,47,51,47,0,13881,17
68,689,0.00,0.00,8,2,47,51,47,0,13881,0
68,690,0.00,0.00,8,2,47,51,47,0,13881,0
68,691,0.00,0.00,8,2,47,51,47,0,13881,0
68,692,0.00,0.00,8,2,47,51,47,0,13881,17
68,693,0.00,0.00,8,2,47,51,47,0,13881,0
68,694,0.00,0.00,8,2,47,50,47,0,13881,0
69,695,0.00,0.00,8,2,47,51,47,0,13881,0
69,696,0.00,0.00,8,2,47,51,47,0,13881,76
69,697,0.00,0.00,8,2,47,51,47,0,13881,0
69,698,0.00,0.00,8,2,47,53,47,0,13881,0
69,699,0.00,0.00,8,2,47,51,47,0,13881,0
69,700,0.00,0.00,8,2,47,52,47,0,13881,0
69,701,0.00,0.00,8,2,47,50,47,0,13881,0
69,702,0.00,0.00,8,2,47,50,47,0,13881,0
69,703,0.00,0.00,8,2,47,50,47,0,13881,0
69,704,0.00,0.00,8,2,47,50,47,0,13881,0
69,705,0.00,0.00,8,2,47,50,47,0,13881,0
69,706,0.00,0.00,8,2,47,51,47,0,13881,0
70,707,0.00,0.00,8,2,47,50,47,0,13881,0
70,708,0.00,0.00,8,2,47,50,47,0,13881,97
70,709,0.00,0.00,8,2,47,50,47,0,13881,87
70,710,0.00,0.00,8,2,47,50,47,0,13881,0
70,711,0.00,0.00,8,2,47,50,47,0,13881,17
70,712,0.00,0.00,8,2,47,50,47,0,13881,0
70,713,0.00,0.00,8,2,47,51,47,0,13881,0
70,714,0.00,0.00,8,2,47,51,47,0,13881,0
70,715,0.00,0.00,8,2,47,51,47,0,13881,0
70,716,0.00,0.00,8,2,47,51,47,0,13881,0
70,717,0.00,0.00,8,2,47,50,47,0,13881,0
71,718,0.00,0.00,8,2,47,50,47,0,13881,0
71,719,0.00,0.00,8,2,47,50,47,0,13881,0
71,720,0.00,0.00,8,2,47,50,47,0,13881,0
71,721,0.00,0.00,8,2,47,50,47,0,13881,0
71,722,0.00,0.00,8,2,47,51,47,0,13881,0
71,723,0.00,0.00,8,2,47,50,47,0,13881,0
71,724,0.00,0.00,8,2,47,52,47,0,13881,93
71,725,0.00,0.00,8,2,47,53,47,0,13881,0
71,726,0.00,0.00,8,2,47,51,47,0,13881,0
71,727,0.00,0.00,8,2,47,50,47,0,13881,0
71,728,0.00,0.00,8,2,47,50,47,0,13881,0
72,729,0.00,0.00,8,2,47,50,47,0,13881,0
72,730,0.00,0.00,8,2,47,50,47,0,14683,0
72,731,0.00,0.00,8,2,47,50,46,0,14683,1
72,732,0.00,0.00,8,2,47,50,46,0,14683,0
72,733,0.00,0.00,8,2,47,50,46,0,14683,0
72,734,0.00,0.00,8,2,47,50,46,0,14683,0
72,735,0.00,0.00,8,2,47,50,46,0,14684,1
72,736,0.00,0.00,8,2,47,67,50,0,14687,98
72,737,0.00,0.00,8,2,49,64,48,0,14687,0
78,738,0.00,166.03,8,2,55,68,52,0,14759,0
83,739,0.00,176.10,8,2,58,74,56,0,14759,0
89,740,0.00,176.03,8,2,60,73,59,0,14759,0
94,741,0.00,175.57,8,2,63,78,61,0,14759,0
99,742,0.00,175.76,8,2,65,81,63,0,14759,0
105,743,0.00,175.69,8,2,66,83,64,0,14759,0
110,744,0.00,175.48,8,2,67,83,64,0,14759,0
115,745,0.00,174.98,8,2,68,85,66,0,14759,0
121,746,0.00,175.42,8,2,68,85,67,0,14759,0
126,747,0.00,175.17,8,2,70,87,68,0,14759,0
131,748,0.00,174.84,8,2,70,88,68,0,14759,0
137,749,0.00,174.30,8,2,70,88,69,0,14759,0
142,750,0.00,173.75,8,2,71,89,69,0,14759,0
148,751,0.00,173.20,8,2,72,89,70,0,14759,0
153,752,0.00,172.92,8,2,72,89,70,0,14759,0
159,753,0.00,172.35,8,2,73,90,71,0,14759,0
164,754,0.00,171.87,8,2,73,89,70,0,14759,0
170,755,0.00,171.49,8,2,73,90,71,0,14759,0
175,756,0.00,171.12,8,2,73,90,71,0,14759,0
181,757,0.00,171.04,8,2,73,92,71,0,14759,0
186,758,0.00,170.58,8,2,74,91,72,0,14759,0
192,759,0.00,170.30,8,2,74,90,71,0,14759,0
197,760,0.00,170.30,8,2,73,90,71,0,14759,0
203,761,0.00,169.92,8,2,74,91,72,0,14759,0
208,762,0.00,169.70,8,2,74,90,71,0,14759,0
214,763,0.00,169.17,8,2,75,91,72,0,14759,0
219,764,0.00,169.22,8,2,75,92,72,0,14759,0
225,765,0.00,168.83,8,2,74,91,72,0,14759,0
231,766,0.00,168.76,8,2,74,91,73,0,14759,0
236,767,0.00,168.72,8,2,75,93,73,0,14759,0
242,768,0.00,168.34,8,2,75,91,72,0,14759,0
247,769,0.00,168.38,8,2,75,92,72,0,14759,0
253,770,0.00,168.12,8,2,75,92,73,0,14759,0
258,771,0.00,167.92,8,2,75,93,73,0,14759,0
264,772,0.00,167.56,8,2,75,93,73,0,14759,0
270,773,0.00,167.43,8,2,75,91,73,0,14759,0
275,774,0.00,167.30,8,2,76,93,73,0,14759,0
281,775,0.00,167.31,8,2,75,93,73,0,14759,0
286,776,0.00,166.71,8,2,75,92,73,0,14759,0
292,777,0.00,166.61,8,2,75,93,73,0,14759,0
298,778,0.00,166.74,8,2,76,93,73,0,14759,0
303,779,0.00,166.85,8,2,75,93,74,0,14759,0
309,780,0.00,166.56,8,2,76,94,73,0,14759,0
315,781,0.00,166.34,8,2,76,93,73,0,14759,0
320,782,0.00,166.28,8,2,75,93,74,0,14759,0
326,783,0.00,166.06,8,2,75,93,74,0,14759,0
332,784,0.00,166.22,8,2,75,93,74,0,14759,0
337,785,0.00,166.26,8,2,76,92,74,0,14759,0
343,786,0.00,166.27,8,2,76,92,74,0,14759,0
349,787,0.00,166.13,8,2,76,93,74,0,14759,0
354,788,0.00,165.97,8,2,76,94,74,0,14759,0
360,789,0.00,165.50,8,2,76,94,74,0,14759,0
366,790,0.00,165.87,8,2,76,93,73,0,14759,0
371,791,0.00,165.67,8,2,75,94,74,0,14759,0
377,792,0.00,165.63,8,2,76,92,73,0,14759,0
383,793,0.00,165.12,8,2,76,94,73,0,14759,0
388,794,0.00,165.52,8,2,76,92,74,0,14759,0
394,795,0.00,165.30,8,2,76,93,74,0,14759,0
400,796,0.00,165.80,8,2,76,94,74,0,14759,0
405,797,0.00,165.86,8,2,76,93,74,0,14759,0
411,798,0.00,165.76,8,2,75,92,74,0,14759,0
417,799,0.00,166.19,8,2,75,93,73,0,14759,0
422,800,0.00,166.43,8,2,76,93,73,0,14759,0
428,801,0.00,166.42,8,2,75,94,74,0,14759,0
434,802,0.00,166.78,8,2,75,93,73,0,14759,0
439,803,0.00,166.72,8,2,76,94,74,0,14759,0
445,804,0.00,166.45,8,2,75,93,74,0,14759,0
450,805,0.00,166.63,8,2,76,93,73,0,14759,0
456,806,0.00,166.40,8,2,76,93,74,0,14759,0
462,807,0.00,166.12,8,2,75,93,74,0,14759,0
467,808,0.00,166.38,8,2,76,94,74,0,14759,0
473,809,0.00,166.03,8,2,76,94,74,0,14759,0
479,810,0.00,166.08,8,2,76,94,73,0,14759,0
484,811,0.00,166.13,8,2,75,93,73,0,14759,0
490,812,0.00,166.32,8,2,75,93,74,0,14759,0
496,813,0.00,166.05,8,2,76,93,73,0,14759,0
501,814,0.00,166.23,8,2,75,92,74,0,14759,0
507,815,0.00,166.31,8,2,76,93,74,0,14759,0
513,816,0.00,166.36,8,2,75,92,74,0,14759,0
518,817,0.00,166.36,8,2,76,93,74,0,14759,0
524,818,0.00,166.71,8,2,75,93,74,0,14759,0
530,819,0.00,166.58,8,2,75,93,73,0,14759,0
535,820,0.00,166.52,8,2,76,92,74,0,14759,0
541,821,0.00,166.13,8,2,76,94,74,0,14759,0
547,822,0.00,166.37,8,2,76,93,74,0,14759,0
552,823,0.00,166.39,8,2,75,92,73,0,14759,0
558,824,0.00,166.31,8,2,76,92,74,0,14759,0
563,825,0.00,166.49,8,2,76,93,74,0,14759,0
569,826,0.00,166.83,8,2,76,92,73,0,14759,0
575,827,0.00,166.37,8,2,75,91,73,0,14759,0
580,828,0.00,166.10,8,2,75,93,74,0,14759,0
587,829,0.00,166.65,8,2,74,86,72,0,14760,0
593,830,0.00,166.87,8,2,75,93,74,0,14760,0
598,831,0.00,166.61,8,2,75,92,74,0,14760,0
604,832,0.00,166.78,8,2,75,92,74,0,14760,0
610,833,0.00,166.65,8,2,75,92,73,0,14760,0
